Estado civil,Nacionalidade,Migração,Sexo,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Período,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sem avaliações),Target
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação Secundária,Educação Secundária,Técnicos de Nível Intermediário e Profissões Técnicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,12.7,3.7,-1.7,43,1,Design de Comunicação,Diurno,Educação secundária,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Matriculado
Divorciado,Portuguesa,Sim,Masculino,29,Não,Educação Secundária,Educação Secundária,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,13.9,-0.3,0.79,42,1,Enfermagem,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,2,7,10,5,11.9,0,1,8,10,5,11.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Sim,10.8,1.4,1.74,1,3,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,23,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,8.9,1.4,3.51,44,1,Agronomia,Diurno,Curso de especialização tecnológica,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,Graduado
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Sim,Sim,Não,16.2,0.3,-0.92,1,3,Gestão,Diurno,Educação secundária,0,5,8,5,11.2,0,0,5,10,4,10.75,3,Desistente
Solteiro,Portuguesa,Não,Masculino,26,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos",Profissões das Forças Armadas,Não,Não,Sim,Não,12.7,3.7,-1.7,39,1,Turismo,Diurno,Educação secundária,0,6,7,6,12.0,0,0,6,8,5,10.8,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,7.6,2.6,0.32,17,1,Gestão,Diurno,Educação secundária,0,5,9,0,0.0,0,0,5,5,0,0.0,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Operadores de Instalações e Máquinas, Montadores",Pessoal Administrativo,Não,Não,Sim,Não,13.9,-0.3,0.79,17,1,Enfermagem,Diurno,Educação secundária,0,7,8,7,11.975,0,0,8,8,8,13.75,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Profissões das Forças Armadas,Não,Não,Sim,Não,15.5,2.8,-4.06,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,12.4,0.5,1.79,17,4,Turismo,Diurno,Educação secundária,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,1,2,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Sim,Sim,Não,10.8,1.4,1.74,17,3,Gestão,Diurno,Educação secundária,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,21,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,9.4,-0.8,-3.12,18,4,Turismo,Diurno,Educação secundária,0,6,8,4,10.5,0,0,6,11,1,11.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Sim,Sim,Sim,8.9,1.4,3.51,17,4,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduado
Solteiro,Portuguesa,Não,Masculino,22,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,16.2,0.3,-0.92,17,4,Enfermagem,Diurno,Educação secundária,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,Graduado
Casado,Portuguesa,Não,Masculino,33,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,10.8,1.4,1.74,39,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,1,6,Educação Básica,Diurno,Educação secundária,0,6,8,5,12.2,0,0,6,7,5,12.2,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,35,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,10.8,1.4,1.74,39,1,Gestão (noturno),Noturno,Educação superior - bacharelado,0,1,1,0,0.0,1,0,5,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Funcionários Administrativos,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Sim,Não,12.4,0.5,1.79,39,1,Agronomia,Diurno,Educação superior - mestrado,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,Desistente
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,12.7,3.7,-1.7,17,1,Turismo,Diurno,Educação secundária,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,Matriculado
Casado,Portuguesa,Sim,Feminino,33,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,9.4,-0.8,-3.12,39,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,7,6,11.0,0,0,6,11,5,11.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,22,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,10.8,1.4,1.74,42,1,Enfermagem,Diurno,Educação secundária,0,8,8,7,13.08,0,0,8,8,7,13.08,0,Graduado
Solteiro,Portuguesa,Não,Feminino,25,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Sim,9.4,-0.8,-3.12,39,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,5,7,4,10.5,0,0,5,7,5,11.6,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Estudante,Não,Não,Sim,Não,7.6,2.6,0.32,17,1,Design de Comunicação,Diurno,Educação secundária,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,23,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,11.1,0.6,2.02,1,6,Gestão,Diurno,Educação secundária,0,5,6,4,14.0,0,0,5,5,5,13.8,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Sim,Sim,Não,15.5,2.8,-4.06,43,2,Engenharia da computação,Diurno,Educação secundária,0,5,9,2,10.0,0,0,5,9,0,0.0,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Profissões das Forças Armadas,Não,Não,Sim,Não,13.9,-0.3,0.79,39,1,Enfermagem,Diurno,Educação secundária,0,7,18,0,0.0,0,0,7,7,0,0.0,0,Desistente
Solteiro,Brasileira,Sim,Feminino,21,Sim,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Não,Não,8.9,1.4,3.51,17,2,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,14.0,0,0,6,6,6,13.5,0,Graduado
Solteiro,Brasileira,Não,Feminino,26,Sim,Educação Secundária,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,8.9,1.4,3.51,15,1,Zootecnia,Diurno,Educação secundária,0,6,7,2,12.0,1,0,6,6,0,0.0,0,Desistente
Casado,Portuguesa,Não,Feminino,39,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Desconhecido,Estudante,Estudante,Não,Não,Sim,Não,7.6,2.6,0.32,39,1,Educação Básica,Diurno,11º ano de escolaridade - não concluído,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,Desistente
Casado,Portuguesa,Não,Feminino,44,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.7,3.7,-1.7,39,1,Serviço Social (noturno),Noturno,Educação secundária,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,Graduado
Solteiro,Santomense,Sim,Masculino,19,Sim,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Superior - Bacharel,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,13.9,-0.3,0.79,15,1,Engenharia da computação,Diurno,Educação secundária,0,5,9,5,14.0,0,0,5,11,3,13.25,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Secundária,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,8.9,1.4,3.51,1,5,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,12.4,0.5,1.79,1,5,Enfermagem,Diurno,Educação secundária,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Secundária,Educação Superior - Licenciatura,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,12.7,3.7,-1.7,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,7,5,14.2,2,0,5,7,5,13.8,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Não,Não,13.9,-0.3,0.79,1,4,Enfermagem,Diurno,Educação secundária,0,7,10,4,11.96,0,0,7,7,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,21,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,8.9,1.4,3.51,53,1,Enfermagem Veterinária,Diurno,Curso técnico superior profissional,7,10,12,8,12.875,0,4,9,14,5,13.4,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Secundária,Educação Secundária,Trabalhadores Não Qualificados,Profissões das Forças Armadas,Não,Não,Sim,Não,16.2,0.3,-0.92,1,4,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Casado,Portuguesa,Sim,Feminino,36,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,9.4,-0.8,-3.12,39,1,Serviço Social (noturno),Noturno,Educação secundária,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
Divorciado,Portuguesa,Não,Feminino,43,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,15.5,2.8,-4.06,39,1,Agronomia,Diurno,Outro - 11º ano de escolaridade,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,11.1,0.6,2.02,18,1,Educação Básica,Diurno,Educação secundária,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Sim,Sim,Não,11.1,0.6,2.02,51,1,Design de Comunicação,Diurno,Educação secundária,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,16.2,0.3,-0.92,1,2,Serviço Social,Diurno,Educação secundária,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,15.5,2.8,-4.06,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,6,15,4,14.2,0,0,6,17,4,13.25,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Superior - Bacharel,Educação Superior - Mestrado,Funcionários Administrativos,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,12.4,0.5,1.79,1,5,Enfermagem,Diurno,Educação secundária,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,Trabalhadores Não Qualificados,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,16.2,0.3,-0.92,17,2,Educação Básica,Diurno,Educação secundária,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,13.9,-0.3,0.79,1,1,Serviço Social,Diurno,Educação secundária,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,8.9,1.4,3.51,17,2,Gestão,Diurno,Educação secundária,0,5,9,3,13.0,0,0,5,11,3,11.0,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,6,5,13.4,0,0,5,5,5,12.8,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,10.8,1.4,1.74,1,3,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,7.6,2.6,0.32,17,2,Enfermagem,Diurno,Educação secundária,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,Desistente
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,13.9,-0.3,0.79,43,1,Enfermagem,Diurno,Educação secundária,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,7.6,2.6,0.32,17,1,Serviço Social,Diurno,Educação secundária,0,6,13,2,10.0,0,0,6,12,4,10.75,0,Matriculado
